target_id	length	eff_length	est_counts	tpm
lcl|CP000514.1_cds_ABM18010.1_902	354	33.0754	17	106.696
lcl|CP000514.1_cds_ABM18011.1_903	477	65.992	52	163.576
lcl|CP000514.1_cds_ABM18012.1_904	3489	3001.9	1661	114.863
lcl|CP000514.1_cds_ABM18013.1_905	954	449.882	305	140.737
lcl|CP000514.1_cds_ABM18014.1_906	1338	830.963	544	135.901
lcl|CP000514.1_cds_ABM18015.1_907	1629	1118.83	776	143.981
lcl|CP000514.1_cds_ABM18016.1_908	846	344.401	370	223.02
lcl|CP000514.1_cds_ABM18017.1_909	1296	788.164	726	191.217
lcl|CP000514.1_cds_ABM18018.1_910	273	39.6939	65	339.936
lcl|CP000514.1_cds_ABM18019.1_911	702	214.359	251	243.075
lcl|CP000514.1_cds_ABM18020.1_912	480	67.5392	44	135.24
lcl|CP000514.1_cds_ABM18021.1_913	1056	557.144	295	109.916
lcl|CP000514.1_cds_ABM18022.1_914	771	274.262	179	135.486
lcl|CP000514.1_cds_ABM18023.1_915	657	178.097	132	153.859
lcl|CP000514.1_cds_ABM18024.1_916	990	485.443	377	161.216
lcl|CP000514.1_cds_ABM18025.1_917	786	288.272	378	272.205
lcl|CP000514.1_cds_ABM18026.1_918	999	494.303	464	194.864
lcl|CP000514.1_cds_ABM18027.1_919	576	119.802	183	317.099
lcl|CP000514.1_cds_ABM18028.1_920	639	164.316	146	184.45
lcl|CP000514.1_cds_ABM18029.1_921	717	226.977	143	130.786
lcl|CP000514.1_cds_ABM18030.1_922	702	214.359	106	102.653
lcl|CP000514.1_cds_ABM18031.1_923	1053	545.978	316	120.149
lcl|CP000514.1_cds_ABM18032.1_924	1830	1318.7	828	130.344
lcl|CP000514.1_cds_ABM18033.1_925	579	121.876	91	155
lcl|CP000514.1_cds_ABM18034.1_926	582	123.599	99	166.275
lcl|CP000514.1_cds_ABM18035.1_927	2037	1530.38	867	117.605
lcl|CP000514.1_cds_ABM18036.1_928	1167	665.075	569	177.602
lcl|CP000514.1_cds_ABM18037.1_929	567	114.229	162	294.406
lcl|CP000514.1_cds_ABM18038.1_930	600	136.427	94	143.033
lcl|CP000514.1_cds_ABM18039.1_931	1278	769.556	509	137.304
lcl|CP000514.1_cds_ABM18040.1_932	741	247.226	164	137.707
lcl|CP000514.1_cds_ABM18041.1_933	663	183.028	148	167.862
lcl|CP000514.1_cds_ABM18042.1_934	1065	559.424	434	161.048
lcl|CP000514.1_cds_ABM18043.1_935	1320	825.904	614	154.328
lcl|CP000514.1_cds_ABM18044.1_936	561	110.558	72	135.191
lcl|CP000514.1_cds_ABM18045.1_937	699	211.856	169	165.597
lcl|CP000514.1_cds_ABM18046.1_938	798	299.129	244	169.332
lcl|CP000514.1_cds_ABM18047.1_939	342	33.787	4	24.5763
lcl|CP000514.1_cds_ABM18048.1_940	840	338.73	381	233.495
lcl|CP000514.1_cds_ABM18049.1_941	2301	1788.19	1056	122.59
lcl|CP000514.1_cds_ABM18050.1_942	612	144.604	151	216.772
lcl|CP000514.1_cds_ABM18051.1_943	888	385.225	279	150.348
lcl|CP000514.1_cds_ABM18052.1_944	2031	1521.76	884	120.591
lcl|CP000514.1_cds_ABM18053.1_945	558	108.519	103	197.033
lcl|CP000514.1_cds_ABM18054.1_946	885	382.262	230	124.903
lcl|CP000514.1_cds_ABM18055.1_947	2853	2355.7	1315	115.881
lcl|CP000514.1_cds_ABM18056.1_948	510	81.6531	73	185.591
lcl|CP000514.1_cds_ABM18057.1_949	1503	999.452	723	150.17
lcl|CP000514.1_cds_ABM18058.1_950	1104	590.351	443	155.776
lcl|CP000514.1_cds_ABM18059.1_951	1062	550.305	303	114.3
lcl|CP000514.1_cds_ABM18060.1_952	537	95.5073	97	210.835
lcl|CP000514.1_cds_ABM18061.1_953	2631	2129.58	1192	116.195
lcl|CP000514.1_cds_ABM18062.1_954	1239	728.061	550	156.82
lcl|CP000514.1_cds_ABM18063.1_955	198	44.3333	150	702.373
lcl|CP000514.1_cds_ABM18064.1_956	537	95.5073	275	597.727
lcl|CP000514.1_cds_ABM18065.1_957	1374	865.872	657	157.514
lcl|CP000514.1_cds_ABM18066.1_958	252	42.1429	47	231.516
lcl|CP000514.1_cds_ABM18067.1_959	1788	1285.21	760	122.757
lcl|CP000514.1_cds_ABM18068.1_960	1335	823.412	449	113.197
lcl|CP000514.1_cds_ABM18069.1_961	3120	2617.99	1447	114.738
lcl|CP000514.1_cds_ABM18070.1_962	1422	912.711	500	113.722
lcl|CP000514.1_cds_ABM18071.1_963	693	206.989	206	206.599
lcl|CP000514.1_cds_ABM18072.1_964	336	34.3956	22	132.778
lcl|CP000514.1_cds_ABM18073.1_965	990	485.443	489	209.111
lcl|CP000514.1_cds_ABM18074.1_966	852	350.167	348	206.305
lcl|CP000514.1_cds_ABM18075.1_967	1125	617.066	557	187.383
lcl|CP000514.1_cds_ABM18076.1_968	519	85.9801	431	1040.61
lcl|CP000514.1_cds_ABM18077.1_969	1326	825.495	836	210.232
lcl|CP000514.1_cds_ABM18078.1_970	1302	794.025	601	157.126
lcl|CP000514.1_cds_ABM18079.1_971	363	33.7741	348	2138.95
lcl|CP000514.1_cds_ABM18080.1_972	1572	1063.67	1054	205.703
lcl|CP000514.1_cds_ABM18081.1_973	573	117.911	561	987.676
lcl|CP000514.1_cds_ABM18082.1_974	756	260.703	257.348	204.919
lcl|CP000514.1_cds_ABM18083.1_975	1542	1039.1	520.021	103.889
lcl|CP000514.1_cds_ABM18084.1_976	297	37.5361	159.322	881.116
lcl|CP000514.1_cds_ABM18085.1_977	402	40.9605	398	2017.08
lcl|CP000514.1_cds_ABM18086.1_978	744	249.859	563	467.757
lcl|CP000514.1_cds_ABM18087.1_979	1026	520.923	619	246.674
lcl|CP000514.1_cds_ABM18088.1_980	261	44.0303	144	678.918
lcl|CP000514.1_cds_ABM18089.1_981	1026	520.923	619	246.674
lcl|CP000514.1_cds_ABM18090.1_982	804	304.661	403	274.596
lcl|CP000514.1_cds_ABM18091.1_983	1545	1044.47	689.373	137.014
lcl|CP000514.1_cds_ABM18092.1_984	756	260.703	299	238.085
lcl|CP000514.1_cds_ABM18093.1_985	306	37.248	143.857	801.743
lcl|CP000514.1_cds_ABM18094.1_986	831	330.021	345.21	217.145
lcl|CP000514.1_cds_ABM18095.1_987	387	37.1437	246	1374.85
lcl|CP000514.1_cds_ABM18096.1_988	555	106.496	270	526.305
lcl|CP000514.1_cds_ABM18097.1_989	243	47.95	163	705.677
lcl|CP000514.1_cds_ABM18098.1_990	984	479.443	399	172.76
lcl|CP000514.1_cds_ABM18099.1_991	819	318.492	338	220.306
lcl|CP000514.1_cds_ABM18100.1_992	702	214.359	214	207.243
lcl|CP000514.1_cds_ABM18101.1_993	1467	962.307	579	124.903
lcl|CP000514.1_cds_ABM18102.1_994	1194	685.918	538	162.823
lcl|CP000514.1_cds_ABM18103.1_995	687	202.119	249	255.74
lcl|CP000514.1_cds_ABM18104.1_996	1209	705.47	462	135.947
lcl|CP000514.1_cds_ABM18105.1_997	2376	1871.24	1008	111.825
lcl|CP000514.1_cds_ABM18106.1_998	738	244.664	241	204.481
lcl|CP000514.1_cds_ABM18107.1_999	873	370.481	577	323.308
lcl|CP000514.1_cds_ABM18108.1_1000	882	379.408	468	256.062
lcl|CP000514.1_cds_ABM18109.1_1001	1902	1401.53	782	115.827
lcl|CP000514.1_cds_ABM18110.1_1002	249	45.75	0	0
lcl|CP000514.1_cds_ABM18111.1_1003	1761	1260.02	711	117.138
lcl|CP000514.1_cds_ABM18112.1_1004	855	353.032	319	187.579
lcl|CP000514.1_cds_ABM18113.1_1005	2571	2070.8	1243	124.606
lcl|CP000514.1_cds_ABM18114.1_1006	1083	577.829	336	120.711
lcl|CP000514.1_cds_ABM18115.1_1007	1098	588.744	354	124.82
lcl|CP000514.1_cds_ABM18116.1_1008	1125	614.306	396	133.819
lcl|CP000514.1_cds_ABM18117.1_1009	2229	1720.95	858	103.497
lcl|CP000514.1_cds_ABM18118.1_1010	681	197.231	152	159.984
lcl|CP000514.1_cds_ABM18119.1_1011	1692	1194.91	826	143.5
lcl|CP000514.1_cds_ABM18120.1_1012	297	37.5361	26	143.791
lcl|CP000514.1_cds_ABM18121.1_1013	303	36.0252	13	74.9106
lcl|CP000514.1_cds_ABM18122.1_1014	1173	667.856	414	128.684
lcl|CP000514.1_cds_ABM18123.1_1015	711	221.902	304	284.393
lcl|CP000514.1_cds_ABM18124.1_1016	1185	674.907	636	195.623
lcl|CP000514.1_cds_ABM18125.1_1017	2058	1550.22	1202	160.96
lcl|CP000514.1_cds_ABM18126.1_1018	1116	608.516	409	139.527
lcl|CP000514.1_cds_ABM18127.1_1019	1500	986.505	652	137.2
lcl|CP000514.1_cds_ABM18128.1_1020	1164	658.739	564	177.735
lcl|CP000514.1_cds_ABM18129.1_1021	1023	506.719	578	236.792
lcl|CP000514.1_cds_ABM18130.1_1022	213	59.3333	138	482.822
lcl|CP000514.1_cds_ABM18131.1_1023	2178	1676.11	1083	134.132
lcl|CP000514.1_cds_ABM18132.1_1024	603	138.433	128	191.945
lcl|CP000514.1_cds_ABM18133.1_1025	576	119.802	115	199.27
lcl|CP000514.1_cds_ABM18134.1_1026	1290	780.135	502	133.58
lcl|CP000514.1_cds_ABM18135.1_1027	981	476.443	364	158.598
lcl|CP000514.1_cds_ABM18136.1_1028	642	166.598	110	137.066
lcl|CP000514.1_cds_ABM18137.1_1029	720	229.497	178	161.009
lcl|CP000514.1_cds_ABM18138.1_1030	2487	1977.9	959	100.652
lcl|CP000514.1_cds_ABM18139.1_1031	771	274.262	243	183.928
lcl|CP000514.1_cds_ABM18140.1_1032	1188	681.263	401	122.19
lcl|CP000514.1_cds_ABM18141.1_1033	555	106.496	110	214.42
lcl|CP000514.1_cds_ABM18142.1_1034	1275	766.244	613	166.073
lcl|CP000514.1_cds_ABM18143.1_1035	741	247.226	206	172.973
lcl|CP000514.1_cds_ABM18144.1_1036	471	63.3993	32	104.778
lcl|CP000514.1_cds_ABM18145.1_1037	435	50.6485	63	258.215
lcl|CP000514.1_cds_ABM18146.1_1038	1893	1387.35	932	139.456
lcl|CP000514.1_cds_ABM18147.1_1039	219	59	62	218.146
lcl|CP000514.1_cds_ABM18148.1_1040	2172	1662.86	1146	143.066
lcl|CP000514.1_cds_ABM18149.1_1041	978	473.489	371	162.656
lcl|CP000514.1_cds_ABM18150.1_1042	1020	510.394	343	139.507
lcl|CP000514.1_cds_ABM18151.1_1043	2055	1547.35	933	125.17
lcl|CP000514.1_cds_ABM18152.1_1044	486	70.2496	51	150.707
lcl|CP000514.1_cds_ABM18153.1_1045	351	32.6072	23	146.427
lcl|CP000514.1_cds_ABM18154.1_1046	690	204.598	314	318.592
lcl|CP000514.1_cds_ABM18155.1_1047	408	42.7875	189	916.963
lcl|CP000514.1_cds_ABM18156.1_1048	486	70.2496	135	398.93
lcl|CP000514.1_cds_ABM18157.1_1049	915	411.694	358	180.516
lcl|CP000514.1_cds_ABM18158.1_1050	897	393.926	406	213.953
lcl|CP000514.1_cds_ABM18159.1_1051	627	155.275	150	200.538
lcl|CP000514.1_cds_ABM18160.1_1052	807	307.217	248	167.576
lcl|CP000514.1_cds_ABM18161.1_1053	357	32.8365	42	265.521
lcl|CP000514.1_cds_ABM18162.1_1054	462	59.8438	58	201.194
lcl|CP000514.1_cds_ABM18163.1_1055	303	36.0252	4	23.0494
lcl|CP000514.1_cds_ABM18164.1_1056	621	151.116	133	182.704
lcl|CP000514.1_cds_ABM18165.1_1057	537	95.5073	113	245.611
lcl|CP000514.1_cds_ABM18166.1_1058	711	221.902	153.042	143.171
lcl|CP000514.1_cds_ABM18167.1_1059	1428	924.888	444.51	99.7698
lcl|CP000514.1_cds_ABM18168.1_1060	756	260.703	174.144	138.666
lcl|CP000514.1_cds_ABM18169.1_1061	342	33.787	0	0
lcl|CP000514.1_cds_ABM18170.1_1062	543	99.269	96	200.754
lcl|CP000514.1_cds_ABM18171.1_1063	495	74.0431	81	227.095
lcl|CP000514.1_cds_ABM18172.1_1064	906	402.811	368	189.65
lcl|CP000514.1_cds_ABM18173.1_1065	387	37.1437	37	206.787
lcl|CP000514.1_cds_ABM18174.1_1066	534	93.9157	242	534.914
lcl|CP000514.1_cds_ABM18175.1_1067	636	162.01	449	575.324
lcl|CP000514.1_cds_ABM18176.1_1068	699	211.856	292	286.121
lcl|CP000514.1_cds_ABM18177.1_1069	2139	1642.28	1015	128.3
lcl|CP000514.1_cds_ABM18178.1_1070	729	237.051	416	364.3
lcl|CP000514.1_cds_ABM18179.1_1071	795	296.562	194	135.798
lcl|CP000514.1_cds_ABM18180.1_1072	903	399.888	284	147.43
lcl|CP000514.1_cds_ABM18181.1_1073	975	470.534	434	191.472
lcl|CP000514.1_cds_ABM18182.1_1074	1668	1160.85	667	119.277
lcl|CP000514.1_cds_ABM18183.1_1075	1689	1180.75	724	127.288
lcl|CP000514.1_cds_ABM18184.1_1076	1014	509.303	427	174.044
lcl|CP000514.1_cds_ABM18185.1_1077	279	38.6102	65	349.477
lcl|CP000514.1_cds_ABM18186.1_1078	597	134.414	205	316.604
lcl|CP000514.1_cds_ABM18187.1_1079	1308	795.015	475	124.029
lcl|CP000514.1_cds_ABM18188.1_1080	1116	607.108	434	148.399
lcl|CP000514.1_cds_ABM18189.1_1081	951	446.882	356	165.373
lcl|CP000514.1_cds_ABM18190.1_1082	774	277.208	156	116.822
lcl|CP000514.1_cds_ABM18191.1_1083	819	318.492	160	104.287
lcl|CP000514.1_cds_ABM18192.1_1084	1440	934.597	538	119.499
lcl|CP000514.1_cds_ABM18193.1_1085	582	123.599	313	525.698
lcl|CP000514.1_cds_ABM18194.1_1086	399	40.038	79	409.601
lcl|CP000514.1_cds_ABM18195.1_1087	450	55.7982	45	167.417
lcl|CP000514.1_cds_ABM18196.1_1088	678	194.718	124	132.197
lcl|CP000514.1_cds_ABM18197.1_1089	1914	1411.87	809	118.949
lcl|CP000514.1_cds_ABM18198.1_1090	753	258.008	241	193.906
lcl|CP000514.1_cds_ABM18199.1_1091	789	290.962	198	141.265
lcl|CP000514.1_cds_ABM18200.1_1092	693	206.989	134	134.389
lcl|CP000514.1_cds_ABM18201.1_1093	1098	589.796	314	110.518
lcl|CP000514.1_cds_ABM18202.1_1094	987	482.443	295	126.935
lcl|CP000514.1_cds_ABM18203.1_1095	2067	1562.95	727	96.5598
lcl|CP000514.1_cds_ABM18204.1_1096	1233	726.057	474	135.523
lcl|CP000514.1_cds_ABM18205.1_1097	1101	589.34	428	150.76
lcl|CP000514.1_cds_ABM18206.1_1098	1122	617.982	383	128.656
lcl|CP000514.1_cds_ABM18207.1_1099	363	33.7741	33	202.832
lcl|CP000514.1_cds_ABM18208.1_1100	1875	1361.19	721	109.957
lcl|CP000514.1_cds_ABM18209.1_1101	951	446.882	274	127.281
lcl|CP000514.1_cds_ABM18210.1_1102	813	312.918	319	211.625
lcl|CP000514.1_cds_ABM18211.1_1103	864	361.586	300	172.233
lcl|CP000514.1_cds_ABM18212.1_1104	780	282.633	212	155.711
lcl|CP000514.1_cds_ABM18213.1_1105	498	75.2855	88	242.649
lcl|CP000514.1_cds_ABM18214.1_1106	1149	639.507	385	124.975
lcl|CP000514.1_cds_ABM18215.1_1107	429	48.8259	71	301.866
lcl|CP000514.1_cds_ABM18216.1_1108	1110	604.135	324	111.331
lcl|CP000514.1_cds_ABM18217.1_1109	804	304.661	163	111.065
lcl|CP000514.1_cds_ABM18218.1_1110	1023	518.002	311	124.634
lcl|CP000514.1_cds_ABM18219.1_1111	1119	610.808	379	128.808
lcl|CP000514.1_cds_ABM18220.1_1112	1275	770.348	435	117.222
lcl|CP000514.1_cds_ABM18221.1_1113	654	175.642	124	146.555
lcl|CP000514.1_cds_ABM18222.1_1114	1170	667.396	387	120.374
lcl|CP000514.1_cds_ABM18223.1_1115	1422	917.051	469	106.166
lcl|CP000514.1_cds_ABM18224.1_1116	2154	1640.44	829	104.906
lcl|CP000514.1_cds_ABM18225.1_1117	1206	697.558	362	107.73
lcl|CP000514.1_cds_ABM18226.1_1118	2460	1953.24	1233	131.043
lcl|CP000514.1_cds_ABM18227.1_1119	906	402.811	452	232.94
lcl|CP000514.1_cds_ABM18228.1_1120	378	36.1205	53	304.599
lcl|CP000514.1_cds_ABM18229.1_1121	603	138.433	180	269.922
lcl|CP000514.1_cds_ABM18230.1_1122	747	252.636	320	262.943
lcl|CP000514.1_cds_ABM18231.1_1123	798	299.129	305	211.665
lcl|CP000514.1_cds_ABM18232.1_1124	1938	1433.14	662	95.8908
lcl|CP000514.1_cds_ABM18233.1_1125	672	190.015	104	113.619
lcl|CP000514.1_cds_ABM18234.1_1126	432	49.9302	65	270.244
lcl|CP000514.1_cds_ABM18235.1_1127	819	318.492	420	273.753
lcl|CP000514.1_cds_ABM18236.1_1128	2148	1647.26	1003	126.4
lcl|CP000514.1_cds_ABM18237.1_1129	1176	664.432	514	160.59
lcl|CP000514.1_cds_ABM18238.1_1130	2640	2148.34	1268	122.524
lcl|CP000514.1_cds_ABM18239.1_1131	876	373.481	454	252.345
lcl|CP000514.1_cds_ABM18240.1_1132	1275	769.236	849	229.116
lcl|CP000514.1_cds_ABM18241.1_1133	378	36.1205	163	936.786
lcl|CP000514.1_cds_ABM18242.1_1134	342	33.787	10	61.4408
lcl|CP000514.1_cds_ABM18243.1_1135	1773	1270.7	740	120.892
lcl|CP000514.1_cds_ABM18244.1_1136	705	216.834	302	289.125
lcl|CP000514.1_cds_ABM18245.1_1137	2838	2325.6	1358	121.219
lcl|CP000514.1_cds_ABM18246.1_1138	1224	720.005	450	129.743
lcl|CP000514.1_cds_ABM18247.1_1139	1443	934.011	559	124.241
lcl|CP000514.1_cds_ABM18248.1_1140	1167	659.514	465	146.364
lcl|CP000514.1_cds_ABM18249.1_1141	873	370.481	314	175.943
lcl|CP000514.1_cds_ABM18250.1_1142	1215	709.608	437	127.841
lcl|CP000514.1_cds_ABM18251.1_1143	828	327.274	208	131.935
lcl|CP000514.1_cds_ABM18252.1_1144	666	185.33	134	150.095
lcl|CP000514.1_cds_ABM18253.1_1145	987	482.443	283	121.772
lcl|CP000514.1_cds_ABM18254.1_1146	927	423.255	375	183.923
lcl|CP000514.1_cds_ABM18255.1_1147	705	216.834	303	290.082
lcl|CP000514.1_cds_ABM18256.1_1148	3492	2995.22	1701	117.892
lcl|CP000514.1_cds_ABM18257.1_1149	1017	511.584	364	147.704
lcl|CP000514.1_cds_ABM18258.1_1150	2037	1543.21	871	117.166
lcl|CP000514.1_cds_ABM18259.1_1151	2739	2233.73	1180	109.662
lcl|CP000514.1_cds_ABM18260.1_1152	645	169.019	130	159.667
lcl|CP000514.1_cds_ABM18261.1_1153	1896	1393.58	685	102.039
lcl|CP000514.1_cds_ABM18262.1_1154	609	142.554	155	225.714
lcl|CP000514.1_cds_ABM18263.1_1155	744	249.859	272	225.986
lcl|CP000514.1_cds_ABM18264.1_1156	471	63.3993	58	189.911
lcl|CP000514.1_cds_ABM18265.1_1157	327	35.1471	23	135.846
lcl|CP000514.1_cds_ABM18266.1_1158	708	219.437	288	272.452
lcl|CP000514.1_cds_ABM18267.1_1159	930	426.174	321	156.36
lcl|CP000514.1_cds_ABM18268.1_1160	828	327.274	193	122.42
lcl|CP000514.1_cds_ABM18269.1_1161	900	396.926	289	151.145
lcl|CP000514.1_cds_ABM18270.1_1162	366	34.2232	74	448.867
lcl|CP000514.1_cds_ABM18271.1_1163	669	187.646	123	136.073
lcl|CP000514.1_cds_ABM18272.1_1164	531	92.3374	186	418.16
lcl|CP000514.1_cds_ABM18273.1_1165	951	446.882	374	173.734
lcl|CP000514.1_cds_ABM18274.1_1166	279	38.6102	2	10.7531
lcl|CP000514.1_cds_ABM18275.1_1167	1014	508.868	327	133.398
lcl|CP000514.1_cds_ABM18276.1_1168	648	171.069	203	246.338
lcl|CP000514.1_cds_ABM18277.1_1169	405	41.9764	96	474.759
lcl|CP000514.1_cds_ABM18278.1_1170	333	34.8182	7	41.7348
lcl|CP000514.1_cds_ABM18279.1_1171	711	221.902	184	172.132
lcl|CP000514.1_cds_ABM18280.1_1172	1620	1107.24	666	124.865
lcl|CP000514.1_cds_ABM18281.1_1173	264	45.7353	18	81.7011
lcl|CP000514.1_cds_ABM18282.1_1174	660	180.642	147	168.929
lcl|CP000514.1_cds_ABM18283.1_1175	1860	1348.15	658	101.32
lcl|CP000514.1_cds_ABM18284.1_1176	555	106.496	69	134.5
lcl|CP000514.1_cds_ABM18285.1_1177	609	142.554	77	112.129
lcl|CP000514.1_cds_ABM18286.1_1178	939	435.009	209	99.7366
lcl|CP000514.1_cds_ABM18287.1_1179	795	296.562	169	118.298
lcl|CP000514.1_cds_ABM18288.1_1180	1149	635.783	395	128.972
lcl|CP000514.1_cds_ABM18289.1_1181	615	146.76	63	89.1127
lcl|CP000514.1_cds_ABM18290.1_1182	1668	1158.57	589	105.536
lcl|CP000514.1_cds_ABM18291.1_1183	1005	500.303	421	174.685
lcl|CP000514.1_cds_ABM18292.1_1184	744	249.859	437	363.073
lcl|CP000514.1_cds_ABM18293.1_1185	1083	569.296	582	212.223
lcl|CP000514.1_cds_ABM18294.1_1186	249	45.75	54	245.024
lcl|CP000514.1_cds_ABM18295.1_1187	492	72.6314	123	351.55
lcl|CP000514.1_cds_ABM18296.1_1188	930	426.174	436	212.376
lcl|CP000514.1_cds_ABM18297.1_1189	252	42.1429	115	566.475
lcl|CP000514.1_cds_ABM18298.1_1190	438	51.5344	52	209.466
lcl|CP000514.1_cds_ABM18299.1_1191	222	62	0	0
lcl|CP000514.1_cds_ABM18300.1_1192	1140	630.664	327	107.636
lcl|CP000514.1_cds_ABM18301.1_1193	1647	1139.14	574	104.602
lcl|CP000514.1_cds_ABM18302.1_1194	1179	666.252	391	121.827
lcl|CP000514.1_cds_ABM18303.1_1195	1341	832.837	736.75	183.64
lcl|CP000514.1_cds_ABM18304.1_1196	711	221.902	198	185.229
lcl|CP000514.1_cds_ABM18305.1_1197	411	43.8015	89	421.802
lcl|CP000514.1_cds_ABM18306.1_1198	1359	848.393	756	184.983
lcl|CP000514.1_cds_ABM18307.1_1199	222	62	123	411.832
lcl|CP000514.1_cds_ABM18308.1_1200	1347	835.655	692	171.904
lcl|CP000514.1_cds_ABM18309.1_1201	177	44	45	212.308
lcl|CP000514.1_cds_ABM18310.1_1202	414	44.641	132	613.828
lcl|CP000514.1_cds_ABM18311.1_1203	1032	525.411	318	125.642
lcl|CP000514.1_cds_ABM18312.1_1204	609	142.554	140	203.871
lcl|CP000514.1_cds_ABM18313.1_1205	957	452.753	250.172	114.706
lcl|CP000514.1_cds_ABM18314.1_1206	1542	1036	512.441	102.681
lcl|CP000514.1_cds_ABM18315.1_1207	756	260.703	150.702	120
lcl|CP000514.1_cds_ABM18316.1_1208	264	45.7353	90	408.505
lcl|CP000514.1_cds_ABM18317.1_1209	363	33.7741	125	768.303
lcl|CP000514.1_cds_ABM18318.1_1210	537	95.5073	81	176.058
lcl|CP000514.1_cds_ABM18319.1_1211	699	211.856	156	152.859
lcl|CP000514.1_cds_ABM18320.1_1212	825	324.337	181	115.848
lcl|CP000514.1_cds_ABM18321.1_1213	984	479.443	280	121.235
lcl|CP000514.1_cds_ABM18322.1_1214	297	37.5361	3	16.5912
lcl|CP000514.1_cds_ABM18323.1_1215	378	36.1205	17	97.7016
lcl|CP000514.1_cds_ABM18324.1_1216	306	37.248	17	94.7442
lcl|CP000514.1_cds_ABM18325.1_1217	1398	886.794	527	123.366
lcl|CP000514.1_cds_ABM18326.1_1218	846	344.401	229	138.031
lcl|CP000514.1_cds_ABM18327.1_1219	1239	730.336	421	119.665
lcl|CP000514.1_cds_ABM18328.1_1220	1299	788.667	399	105.023
lcl|CP000514.1_cds_ABM18329.1_1221	1434	920.857	479	107.982
lcl|CP000514.1_cds_ABM18330.1_1222	1365	861.086	406	97.8783
lcl|CP000514.1_cds_ABM18331.1_1223	951	446.882	234	108.7
lcl|CP000514.1_cds_ABM18332.1_1224	657	178.097	131	152.694
lcl|CP000514.1_cds_ABM18333.1_1225	1350	835.981	443	110.005
lcl|CP000514.1_cds_ABM18334.1_1226	555	106.496	130	253.406
lcl|CP000514.1_cds_ABM18335.1_1227	288	38.4	31	167.586
lcl|CP000514.1_cds_ABM18336.1_1228	840	338.73	499	305.811
lcl|CP000514.1_cds_ABM18337.1_1229	1569	1066.32	776	151.071
lcl|CP000514.1_cds_ABM18338.1_1230	852	350.167	283	167.771
lcl|CP000514.1_cds_ABM18339.1_1231	942	438.009	372	176.306
lcl|CP000514.1_cds_ABM18340.1_1232	609	142.554	391	569.381
lcl|CP000514.1_cds_ABM18341.1_1233	1152	648.266	564	180.606
lcl|CP000514.1_cds_ABM18342.1_1234	1206	695.348	622	185.693
lcl|CP000514.1_cds_ABM18343.1_1235	711	221.902	239	223.585
lcl|CP000514.1_cds_ABM18344.1_1236	474	64.8369	68	217.717
lcl|CP000514.1_cds_ABM18345.1_1237	1488	972.591	970	207.037
lcl|CP000514.1_cds_ABM18346.1_1238	558	108.519	198	378.763
lcl|CP000514.1_cds_ABM18347.1_1239	2973	2473.27	2397	201.189
lcl|CP000514.1_cds_ABM18348.1_1240	741	247.226	381	319.917
lcl|CP000514.1_cds_ABM18349.1_1241	225	50.4615	85	349.675
lcl|CP000514.1_cds_ABM18350.1_1242	624	153.164	245	332.059
lcl|CP000514.1_cds_ABM18351.1_1243	1170	657.656	360	113.635
lcl|CP000514.1_cds_ABM18352.1_1244	2310	1808.08	1023	117.453
lcl|CP000514.1_cds_ABM18353.1_1245	768	271.528	309	236.238
lcl|CP000514.1_cds_ABM18354.1_1246	675	192.259	150	161.961
lcl|CP000514.1_cds_ABM18355.1_1247	732	239.553	213	184.58
lcl|CP000514.1_cds_ABM18356.1_1248	258	43.7742	10	47.423
lcl|CP000514.1_cds_ABM18357.1_1249	483	68.8434	230	693.542
lcl|CP000514.1_cds_ABM18358.1_1250	699	211.856	470	460.537
lcl|CP000514.1_cds_ABM18359.1_1251	1083	570.86	580	210.914
lcl|CP000514.1_cds_ABM18360.1_1252	723	232.105	198.515	177.548
lcl|CP000514.1_cds_ABM18361.1_1253	477	65.992	63	198.178
lcl|CP000514.1_cds_ABM18362.1_1254	432	49.9302	27	112.255
lcl|CP000514.1_cds_ABM18363.1_1255	855	353.032	171.512	100.853
lcl|CP000514.1_cds_ABM18364.1_1256	513	83.1984	111.782	278.909
lcl|CP000514.1_cds_ABM18365.1_1257	306	37.248	52.5	292.592
lcl|CP000514.1_cds_ABM18366.1_1258	402	40.9605	193.5	980.668
lcl|CP000514.1_cds_ABM18367.1_1259	381	37.2612	248.667	1385.38
lcl|CP000514.1_cds_ABM18368.1_1260	846	344.401	205.728	124.004
lcl|CP000514.1_cds_ABM18369.1_1261	864	361.586	171.063	98.2087
lcl|CP000514.1_cds_ABM18370.1_1262	831	330.021	215.95	135.838
lcl|CP000514.1_cds_ABM18371.1_1263	1011	506.303	233.395	95.6948
lcl|CP000514.1_cds_ABM18372.1_1264	861	358.724	230.667	133.484
lcl|CP000514.1_cds_ABM18373.1_1265	582	123.599	271.633	456.22
lcl|CP000514.1_cds_ABM18374.1_1266	1140	630.648	821.749	270.495
lcl|CP000514.1_cds_ABM18375.1_1267	1326	814.772	376.187	95.8461
lcl|CP000514.1_cds_ABM18376.1_1268	666	185.33	194.835	218.237
lcl|CP000514.1_cds_ABM18377.1_1269	1317	813.654	617.026	157.424
lcl|CP000514.1_cds_ABM18378.1_1270	381	37.2612	54	300.846
lcl|CP000514.1_cds_ABM18379.1_1271	474	64.8369	65	208.112
lcl|CP000514.1_cds_ABM18380.1_1272	2220	1721.15	946	114.098
