target_id	length	eff_length	est_counts	tpm	sid	run
lcl|CP000514.1_cds_ABM18029.1_921	717	563.394	677.0	181.845	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18030.1_922	702	555.21	661.0	180.164	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18031.1_923	1053	894.377	1029.0	174.108	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18032.1_924	1830	1660.33	2012.0	183.382	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18033.1_925	579	421.836	585.0	209.863	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18034.1_926	582	423.647	591.0	211.11	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18035.1_927	2037	1878.23	2063.0	166.217	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18036.1_928	1167	1013.3	1223.0	182.647	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18037.1_929	567	418.558	519.0	187.645	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18038.1_930	600	445.663	620.0	210.528	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18039.1_931	1278	1124.76	1439.0	193.61	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18040.1_932	741	591.883	722.0	184.598	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18041.1_933	663	502.473	642.0	193.351	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18042.1_934	1065	908.586	1084.0	180.546	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18043.1_935	1320	1168.62	1535.0	198.774	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18044.1_936	561	404.142	584.0	218.677	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18045.1_937	699	541.029	740.0	206.984	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18046.1_938	798	642.329	860.0	202.612	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18047.1_939	342	185.282	333.0	271.98	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18048.1_940	840	680.863	1009.0	224.262	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18049.1_941	2301	2137.82	2354.0	166.633	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18050.1_942	612	457.568	700.0	231.508	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18051.1_943	888	728.576	903.0	187.559	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18052.1_944	2031	1880.66	2084.0	167.692	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18053.1_945	558	401.89	560.0	210.866	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18054.1_946	885	729.203	807.0	167.475	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18055.1_947	2853	2692.33	2885.0	162.16	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18056.1_948	510	350.67	491.0	211.889	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18057.1_949	1503	1345.25	1644.0	184.936	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18058.1_950	1104	952.13	1114.0	177.057	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18059.1_951	1062	896.346	981.0	165.622	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18060.1_952	537	383.639	491.0	193.679	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18061.1_953	2631	2479.95	2652.0	161.829	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18062.1_954	1239	1086.39	1276.0	177.742	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18063.1_955	198	49.4247	267.0	817.508	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18064.1_956	537	382.649	567.0	224.237	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18065.1_957	1374	1215.15	1485.0	184.936	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18066.1_958	252	103.0	260.0	381.998	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18067.1_959	1788	1636.74	1810.0	167.349	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18068.1_960	1335	1178.28	1249.0	160.413	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18069.1_961	3120	2948.87	3217.0	165.09	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18070.1_962	1422	1256.39	1362.0	164.051	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18071.1_963	693	533.492	735.0	208.49	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18072.1_964	336	183.522	312.0	257.272	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18073.1_965	990	841.764	970.0	174.384	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18074.1_966	852	691.893	792.0	173.225	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18075.1_967	1125	975.286	1287.0	199.697	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18076.1_968	519	371.148	653.0	266.251	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18077.1_969	1326	1182.07	1544.0	197.665	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18078.1_970	1302	1148.24	1214.0	159.997	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18079.1_971	363	209.195	463.0	334.931	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18080.1_972	1572	1414.59	1723.0	184.323	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18081.1_973	573	424.689	735.0	261.903	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18082.1_974	756	597.662	823.35	208.475	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18083.1_975	1542	1382.45	1435.13	157.096	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18084.1_976	297	148.0	285.361	291.781	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18085.1_977	402	250.635	472.0	284.987	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18086.1_978	744	605.74	796.0	198.862	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18087.1_979	1026	875.797	1200.0	207.349	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18088.1_980	261	112.0	375.0	506.685	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18089.1_981	1026	875.797	1200.0	207.349	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18090.1_982	804	649.668	834.0	194.267	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18091.1_983	1545	1382.84	1559.98	170.715	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18092.1_984	756	595.878	732.0	185.9	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18093.1_985	306	155.272	307.165	299.367	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18094.1_986	831	682.208	914.905	202.948	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18095.1_987	387	235.963	551.0	353.373	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18096.1_988	555	405.607	605.0	225.722	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18097.1_989	243	94.0001	297.0	478.137	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18098.1_990	984	826.975	1050.0	192.142	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18099.1_991	819	657.948	934.0	214.823	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18100.1_992	702	547.06	714.0	197.509	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18101.1_993	1467	1321.01	1493.0	171.032	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18102.1_994	1194	1049.6	1345.0	193.92	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18103.1_995	687	537.584	769.0	216.474	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18104.1_996	1209	1059.26	1328.0	189.723	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18105.1_997	2376	2211.32	2412.0	165.063	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18106.1_998	738	583.858	781.0	202.427	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18107.1_999	873	715.859	1043.0	220.486	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18108.1_1000	882	714.052	916.0	194.129	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18109.1_1001	1902	1751.26	1925.0	166.343	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18110.1_1002	249	100.0	212.0	320.819	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18111.1_1003	1761	1603.99	1735.0	163.69	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18112.1_1004	855	698.9	888.0	192.275	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18113.1_1005	2571	2416.34	2787.0	174.544	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18114.1_1006	1083	936.414	1100.0	177.766	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18115.1_1007	1098	939.539	1116.0	179.752	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18116.1_1008	1125	972.534	1202.0	187.036	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18117.1_1009	2229	2068.47	2074.0	151.735	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18118.1_1010	681	526.998	583.0	167.411	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18119.1_1011	1692	1558.54	1812.0	175.94	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18120.1_1012	297	148.0	338.0	345.605	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18121.1_1013	303	154.0	314.0	308.556	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18122.1_1014	1173	1021.26	1230.0	182.262	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18123.1_1015	711	557.547	724.0	196.509	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18124.1_1016	1185	1029.59	1221.0	179.464	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18125.1_1017	2058	1904.21	2375.0	188.744	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18126.1_1018	1116	962.414	1041.0	163.687	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18127.1_1019	1500	1348.55	1552.0	174.161	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18128.1_1020	1164	1010.89	1200.0	179.639	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18129.1_1021	1023	870.507	1053.0	183.055	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18130.1_1022	213	64.0516	309.0	730.051	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18131.1_1023	2178	2019.24	2337.0	175.144	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18132.1_1024	603	450.655	642.0	215.583	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18133.1_1025	576	424.469	606.0	216.048	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18134.1_1026	1290	1132.12	1230.0	164.413	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18135.1_1027	981	827.077	913.0	167.051	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18136.1_1028	642	486.454	450.0	139.99	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18137.1_1029	720	564.398	605.0	162.216	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18138.1_1030	2487	2313.05	2291.0	149.887	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18139.1_1031	771	623.383	744.0	180.61	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18140.1_1032	1188	1036.29	1051.0	153.478	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18141.1_1033	555	399.94	491.0	185.785	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18142.1_1034	1275	1122.04	1449.0	195.428	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18143.1_1035	741	588.696	657.0	168.888	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18144.1_1036	471	320.978	389.0	183.4	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18145.1_1037	435	281.365	494.0	265.693	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18146.1_1038	1893	1739.04	2126.0	185.003	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18147.1_1039	219	70.019	254.0	548.962	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18148.1_1040	2172	2017.77	2325.0	174.372	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18149.1_1041	978	821.945	1031.0	189.82	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18150.1_1042	1020	862.534	951.0	166.851	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18151.1_1043	2055	1894.06	2171.0	173.457	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18152.1_1044	486	336.724	476.0	213.923	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18153.1_1045	351	197.426	393.0	301.24	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18154.1_1046	690	533.602	723.0	205.043	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18155.1_1047	408	258.695	419.0	245.104	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18156.1_1048	486	336.523	590.0	265.315	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18157.1_1049	915	758.442	992.0	197.931	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18158.1_1050	897	741.964	1031.0	210.281	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18159.1_1051	627	471.595	588.0	188.683	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18160.1_1052	807	657.162	833.0	191.821	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18161.1_1053	357	205.108	405.0	298.811	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18162.1_1054	462	308.878	449.0	219.98	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18163.1_1055	303	154.0	267.0	262.371	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18164.1_1056	621	465.875	601.0	195.223	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18165.1_1057	537	388.019	557.0	217.234	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18166.1_1058	711	558.22	621.139	168.387	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18167.1_1059	1428	1269.33	1095.63	130.622	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18168.1_1060	756	597.549	830.0	210.198	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18169.1_1061	342	186.34	243.0	197.345	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18170.1_1062	543	395.269	575.0	220.141	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18171.1_1063	495	345.138	503.0	220.546	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18172.1_1064	906	763.238	1045.0	207.196	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18173.1_1065	387	237.993	404.0	256.887	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18174.1_1066	534	383.421	618.0	243.914	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18175.1_1067	636	494.062	785.0	240.443	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18176.1_1068	699	540.725	693.0	193.946	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18177.1_1069	2139	1988.65	1995.0	151.813	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18178.1_1070	729	577.895	779.0	203.992	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18179.1_1071	795	635.043	671.0	159.898	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18180.1_1072	903	736.033	897.0	184.425	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18181.1_1073	975	816.248	1010.0	187.251	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18182.1_1074	1668	1515.14	1512.0	151.016	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18183.1_1075	1689	1527.39	1747.0	173.088	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18184.1_1076	1014	856.355	998.0	176.361	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18185.1_1077	279	130.0	360.0	419.067	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18186.1_1078	597	440.227	658.0	226.19	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18187.1_1079	1308	1150.95	1211.0	159.226	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18188.1_1080	1116	970.663	1084.0	169.0	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18189.1_1081	951	797.031	914.0	173.538	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18190.1_1082	774	621.584	675.0	164.334	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18191.1_1083	819	662.908	647.0	147.698	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18192.1_1084	1440	1289.35	1292.0	151.641	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18193.1_1085	582	426.171	712.0	252.825	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18194.1_1086	399	245.57	401.0	247.112	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18195.1_1087	450	295.624	415.0	212.438	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18196.1_1088	678	520.231	607.0	176.57	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18197.1_1089	1914	1768.82	1950.0	166.831	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18198.1_1090	753	599.195	835.0	210.884	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18199.1_1091	789	633.307	764.0	182.559	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18200.1_1092	693	535.908	634.0	179.029	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18201.1_1093	1098	943.661	989.0	158.601	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18202.1_1094	987	837.822	952.0	171.953	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18203.1_1095	2067	1917.76	1841.0	145.273	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18204.1_1096	1233	1087.19	1216.0	169.259	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18205.1_1097	1101	950.908	1068.0	169.964	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18206.1_1098	1122	968.319	1095.0	171.128	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18207.1_1099	363	211.019	390.0	279.684	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18208.1_1100	1875	1720.23	1756.0	154.477	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18209.1_1101	951	802.213	832.0	156.949	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18210.1_1102	813	654.939	855.0	197.556	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18211.1_1103	864	707.568	847.0	181.151	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18212.1_1104	780	623.143	765.0	185.78	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18213.1_1105	498	344.083	548.0	241.014	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18214.1_1106	1149	993.017	1127.0	171.748	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18215.1_1107	429	277.516	461.0	251.384	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18216.1_1108	1110	959.805	990.0	156.091	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18217.1_1109	804	657.167	681.0	156.818	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18218.1_1110	1023	875.579	996.0	172.143	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18219.1_1111	1119	971.992	1122.0	174.685	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18220.1_1112	1275	1126.02	1223.0	164.364	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18221.1_1113	654	494.385	581.0	177.842	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18222.1_1114	1170	1018.63	1090.0	161.933	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18223.1_1115	1422	1271.43	1267.0	150.803	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18224.1_1116	2154	1987.96	1993.0	151.714	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18225.1_1117	1206	1048.76	1070.0	154.395	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18226.1_1118	2460	2318.73	2485.0	162.182	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18227.1_1119	906	751.008	922.0	185.785	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18228.1_1120	378	222.759	430.0	292.117	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18229.1_1121	603	451.737	683.0	228.802	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18230.1_1122	747	588.054	759.0	195.321	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18231.1_1123	798	647.322	757.0	176.97	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18232.1_1124	1938	1786.81	1630.0	138.049	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18233.1_1125	672	517.053	508.0	148.68	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18234.1_1126	432	280.188	418.0	225.763	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18235.1_1127	819	676.436	897.0	200.674	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18236.1_1128	2148	2004.09	2070.0	156.307	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18237.1_1129	1176	1016.45	1144.0	170.32	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18238.1_1130	2640	2507.64	2633.0	158.895	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18239.1_1131	876	720.453	899.0	188.833	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18240.1_1132	1275	1119.51	1351.0	182.622	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18241.1_1133	378	223.785	332.0	224.508	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18242.1_1134	342	184.605	250.0	204.937	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18243.1_1135	1773	1622.31	1768.0	164.92	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18244.1_1136	705	551.602	745.0	204.388	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18245.1_1137	2838	2681.11	2808.0	158.492	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18246.1_1138	1224	1072.07	1232.0	173.905	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18247.1_1139	1443	1292.93	1306.0	152.859	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18248.1_1140	1167	1013.13	1124.0	167.89	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18249.1_1141	873	723.587	850.0	177.768	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18250.1_1142	1215	1061.15	1097.0	156.443	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18251.1_1143	828	676.292	746.0	166.928	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18252.1_1144	666	512.568	604.0	178.324	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18253.1_1145	987	833.06	883.0	160.402	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18254.1_1146	927	770.186	954.0	187.447	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18255.1_1147	705	552.647	781.0	213.859	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18256.1_1148	3492	3348.21	3669.0	165.829	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18257.1_1149	1017	866.947	1077.0	187.996	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18258.1_1150	2037	1892.22	2033.0	162.588	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18259.1_1151	2739	2601.42	2651.0	154.214	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18260.1_1152	645	491.333	622.0	191.575	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18261.1_1153	1896	1735.96	1681.0	146.539	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18262.1_1154	609	458.984	534.0	176.063	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18263.1_1155	744	586.357	757.0	195.37	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18264.1_1156	471	316.114	419.0	200.584	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18265.1_1157	327	173.168	319.0	278.771	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18266.1_1158	708	554.327	787.0	214.849	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18267.1_1159	930	781.446	877.0	169.834	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18268.1_1160	828	677.72	684.0	152.732	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18269.1_1161	900	753.904	864.0	173.429	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18270.1_1162	366	211.547	435.0	311.176	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18271.1_1163	669	516.058	570.0	167.148	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18272.1_1164	531	376.689	474.0	190.423	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18273.1_1165	951	797.464	851.0	161.489	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18274.1_1166	279	130.0	262.0	304.988	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18275.1_1167	1014	865.011	1003.0	175.47	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18276.1_1168	648	491.971	608.0	187.02	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18277.1_1169	405	249.972	423.0	256.079	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18278.1_1170	333	175.182	258.0	222.872	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18279.1_1171	711	558.944	677.0	183.293	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18280.1_1172	1620	1458.45	1535.0	159.273	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18281.1_1173	264	115.0	257.0	338.189	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18282.1_1174	660	507.872	623.0	185.634	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18283.1_1175	1860	1715.33	1716.0	151.389	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18284.1_1176	555	401.457	474.0	178.675	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18285.1_1177	609	452.882	520.0	173.757	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18286.1_1178	939	784.034	749.0	144.568	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18287.1_1179	795	642.776	673.0	158.446	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18288.1_1180	1149	990.024	1136.0	173.643	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18289.1_1181	615	459.646	473.0	155.726	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18290.1_1182	1668	1511.39	1590.0	159.201	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18291.1_1183	1005	852.033	984.0	174.769	Sample_77304	Run_1768
lcl|CP000514.1_cds_ABM18292.1_1184	744	596.637	718.0	182.112	Sample_77304	Run_1768
